Airline_0,Airline_1,Airline_2,Airline_3,Source_0,Source_1,Source_2,Destination_0,Destination_1,Destination_2,Price,journey_day,journey_month,day_of_week,dep_hour,arrival_hour,duration_minutes,total_stops_num
0,0,1,0,0,1,0,0,1,0,12173,24,3,6,20,8,745,1
0,0,1,0,0,0,1,0,0,1,11392,3,3,6,0,8,495,1
0,0,1,0,0,1,0,0,1,0,16057,15,5,2,10,13,1665,2
0,0,1,1,0,1,0,0,1,0,14151,9,6,6,17,10,1075,1
0,0,1,1,0,0,1,1,0,1,4030,21,5,1,11,14,175,0
0,0,0,1,0,1,0,0,1,0,4226,6,5,0,19,23,220,1
0,0,1,0,0,1,1,0,1,1,11050,9,3,5,4,19,915,1
0,0,1,0,0,0,1,1,0,1,6961,21,5,1,10,12,165,0
0,0,1,1,0,1,0,0,1,0,14231,24,3,6,21,9,725,1
0,0,1,1,0,1,1,0,1,1,10919,27,6,3,14,12,1320,2
0,0,1,0,0,1,1,0,1,1,10913,27,3,2,7,19,735,2
0,0,0,1,1,0,0,1,0,0,5277,27,6,3,22,0,140,0
0,1,0,1,0,1,1,0,1,1,7485,21,5,1,10,21,640,1
0,0,1,1,0,1,0,0,1,0,14231,24,3,6,16,16,1405,1
0,1,1,0,0,1,1,0,1,1,4201,6,4,5,7,13,370,1
0,0,1,0,0,1,1,0,1,1,7931,6,3,2,14,17,180,0
0,1,0,1,0,1,1,0,1,1,6513,15,5,2,14,22,455,1
0,0,1,1,0,1,1,0,1,1,14714,6,6,3,15,19,1680,1
0,0,0,1,0,1,0,0,1,0,6218,9,5,3,18,23,325,1
0,0,1,0,0,1,1,0,1,1,8603,27,6,3,12,19,435,2
0,0,0,1,0,1,1,0,1,1,7318,21,5,1,8,21,750,1
0,1,0,1,0,1,1,0,1,1,13504,15,6,5,10,19,540,1
0,1,0,1,0,1,1,0,1,1,9646,15,5,2,7,22,925,1
0,0,0,1,0,1,0,0,1,0,5224,27,5,0,11,14,155,0
0,0,1,1,0,1,0,0,1,0,12692,12,6,2,9,18,505,1
0,0,1,1,0,1,0,0,1,0,9689,6,6,3,10,17,435,1
0,0,1,0,0,1,0,0,1,0,13033,9,5,3,10,1,920,2
0,0,1,1,0,1,0,0,1,0,13626,12,6,2,6,16,590,1
0,0,0,1,1,0,1,1,1,0,2754,18,5,5,19,20,90,0
0,0,1,1,0,1,0,0,1,0,12121,9,5,3,17,9,1005,1
0,0,0,1,0,0,1,1,0,1,3419,24,4,2,1,4,165,0
0,0,1,0,0,1,0,0,1,0,13033,21,5,1,10,1,920,2
0,0,0,1,0,1,0,0,1,0,4174,6,4,5,4,7,155,0
1,0,0,0,0,1,1,0,1,1,6152,27,6,3,7,22,870,1
0,0,1,0,0,1,1,0,1,1,5201,27,6,3,5,8,170,0
0,0,1,1,0,0,1,0,0,1,9134,15,3,4,7,16,550,1
0,0,1,0,0,1,0,0,1,0,13243,18,5,5,7,1,1100,2
0,0,1,1,0,1,1,0,1,1,15129,27,5,0,5,4,1375,2
0,0,1,1,1,0,1,1,1,0,2759,9,5,3,19,21,90,0
0,0,0,1,0,0,1,1,0,1,4423,15,5,2,6,8,165,0
0,1,1,1,0,1,0,0,1,0,9187,18,5,5,7,22,930,1
0,1,0,1,0,1,1,0,1,1,7740,18,5,5,7,22,920,1
0,0,1,1,0,0,1,1,0,1,6144,24,5,4,19,22,180,0
0,1,0,1,0,1,1,0,1,1,10877,9,6,6,4,12,460,1
0,0,0,1,0,1,1,0,1,1,6442,15,6,5,11,22,635,1
0,0,0,1,0,1,1,0,1,1,7048,27,3,2,4,15,645,1
0,1,0,1,0,1,1,0,1,1,5797,27,6,3,15,1,615,1
0,0,1,0,0,0,1,0,0,1,10573,3,3,6,6,23,1030,2
0,0,0,1,0,1,1,0,1,1,7503,15,5,2,8,21,750,1
0,0,0,1,0,1,1,0,1,1,6104,12,6,2,17,1,480,1
0,0,1,1,0,1,0,0,1,0,9663,9,5,3,21,8,665,1
0,0,1,1,0,0,1,1,0,1,5769,3,6,0,11,14,175,0
0,0,1,0,1,0,1,1,1,0,3100,15,6,5,13,15,90,0
0,0,1,1,0,1,1,0,1,1,12373,18,5,5,17,4,655,1
0,1,0,0,0,1,0,0,1,0,3815,15,3,4,9,11,150,0
0,0,1,1,0,1,1,0,1,1,14300,15,6,5,12,12,1460,2
0,0,0,1,0,0,1,1,0,1,4823,1,6,5,7,10,175,0
0,0,0,1,1,0,1,1,1,0,2754,18,6,1,19,20,90,0
0,1,0,1,0,1,1,0,1,1,9736,3,6,0,6,19,795,1
0,0,1,1,0,0,1,0,0,1,7280,21,3,3,9,14,280,1
0,1,0,1,0,1,1,0,1,1,7408,9,6,6,8,21,780,1
0,0,1,1,0,1,0,0,1,0,13044,12,6,2,20,12,960,1
0,0,1,0,0,1,0,0,1,0,12723,24,5,4,5,23,1045,2
0,0,1,1,0,1,0,0,1,0,8586,6,5,0,16,4,730,1
0,0,0,1,0,1,1,0,1,1,6316,12,6,2,16,1,570,1
0,0,1,1,0,1,1,0,1,1,15554,9,5,3,9,19,600,1
0,1,0,0,1,0,1,1,1,0,2385,15,3,4,13,14,80,0
0,1,0,1,0,1,1,0,1,1,13587,9,6,6,13,21,480,1
0,0,0,1,0,1,1,0,1,1,13790,3,3,6,2,8,355,1
0,0,1,0,0,1,1,0,1,1,10975,15,5,2,9,9,1420,2
0,0,1,1,0,1,0,0,1,0,14388,21,5,1,8,9,1495,1
0,1,0,1,0,1,1,0,1,1,7198,6,6,3,18,1,450,1
0,0,1,1,0,1,1,0,1,1,13029,9,5,3,9,12,1615,2
0,1,0,1,0,1,1,0,1,1,12717,27,5,0,7,19,730,1
0,0,0,1,0,1,1,0,1,1,14871,3,3,6,6,13,400,1
0,0,1,1,0,1,0,0,1,0,10118,6,6,3,6,20,860,2
0,0,1,1,0,1,1,0,1,1,10262,6,6,3,22,4,335,1
0,0,1,1,1,0,1,1,1,0,2071,24,3,6,2,4,90,0
0,0,1,0,0,0,1,1,0,1,5228,27,4,5,21,23,170,0
0,0,1,1,0,0,1,0,0,1,7832,21,3,3,16,11,1110,1
0,1,0,1,0,1,1,0,1,1,7005,6,6,3,11,21,560,1
0,0,1,1,0,1,1,0,1,1,14237,9,6,6,18,12,1090,2
0,1,0,0,0,0,1,1,0,1,3971,6,4,5,21,0,175,0
0,0,0,1,0,0,1,1,0,1,3943,21,6,4,22,1,170,0
0,0,0,1,0,1,1,0,1,1,8574,27,3,2,6,15,530,1
0,0,1,0,0,1,1,0,1,1,12646,15,6,5,5,19,800,2
0,0,1,1,0,1,1,0,1,1,13082,21,3,3,13,18,1790,2
0,0,1,1,0,1,0,0,1,0,13941,21,5,1,8,8,1430,1
0,1,1,0,0,1,1,0,1,1,5135,6,4,5,7,12,355,1
0,0,1,0,0,1,0,0,1,0,11096,21,5,1,10,20,625,1
0,0,1,1,0,0,1,0,0,1,13555,18,3,0,22,9,640,1
0,1,1,1,0,0,1,1,0,1,5403,12,4,4,9,12,170,0
0,0,1,1,0,1,1,0,1,1,15812,24,6,0,11,19,440,2
0,0,1,1,0,1,0,0,1,0,14781,21,5,1,20,8,735,1
0,0,1,0,0,1,1,0,1,1,8907,6,6,3,13,23,570,1
0,0,1,0,0,1,0,0,1,0,4145,3,5,4,20,23,155,0
0,0,1,1,0,1,0,0,1,0,14151,9,6,6,20,9,800,1
0,1,0,1,0,1,1,0,1,1,7845,27,3,2,6,15,570,1
0,1,0,1,0,1,1,0,1,1,8099,15,5,2,9,19,600,1
0,1,0,1,0,1,1,0,1,1,13377,27,5,0,15,1,630,1
0,0,1,0,0,0,1,0,0,1,12734,12,3,1,6,11,1710,2
0,0,1,1,0,1,1,0,1,1,10262,3,6,0,22,4,335,1
0,0,1,1,0,0,1,1,0,1,7229,15,5,2,18,22,185,0
0,1,1,1,1,0,1,1,1,0,12395,6,3,2,8,9,1480,1
0,0,1,1,0,1,0,0,1,0,11134,24,3,6,19,9,810,1
0,0,1,1,0,1,1,0,1,1,6540,21,3,3,13,18,350,1
0,1,0,1,0,1,1,0,1,1,7354,6,6,3,6,19,755,1
0,0,1,0,0,1,1,0,1,1,9548,24,6,0,12,7,1180,2
0,1,1,1,0,1,0,0,1,0,9187,1,5,2,7,10,1655,1
0,0,0,1,0,1,1,0,1,1,5054,9,5,3,7,12,275,1
0,0,1,0,0,1,0,0,1,0,10413,9,6,6,10,20,625,1
0,0,0,1,0,1,0,0,1,0,4804,27,5,0,21,0,160,0
0,0,0,1,1,0,1,1,1,0,4049,15,6,5,6,7,90,0
0,1,0,1,0,1,1,0,1,1,6795,27,6,3,19,1,390,1
0,0,1,0,0,1,0,0,1,0,4435,21,3,3,20,23,155,0
0,0,1,1,0,1,0,0,1,0,6224,12,6,2,16,4,730,1
0,0,0,1,0,1,0,0,1,0,4804,12,6,2,20,22,155,0
0,0,0,1,0,1,1,0,1,1,6171,15,4,0,5,16,665,1
0,0,0,1,0,1,1,0,1,1,6093,3,6,0,11,21,575,1
0,0,0,1,0,1,0,0,1,0,4174,12,4,4,17,19,155,0
0,0,0,1,1,0,1,1,1,0,3342,6,5,0,2,4,90,0
0,1,0,1,0,1,1,0,1,1,13587,3,6,0,10,21,660,1
0,0,1,1,0,1,1,0,1,1,16079,21,5,1,21,4,395,1
0,0,0,1,0,1,1,0,1,1,6015,18,4,3,5,8,195,0
0,0,1,1,0,1,0,0,1,0,13067,24,5,4,17,19,1570,1
0,1,0,1,0,1,1,0,1,1,9103,15,5,2,4,12,460,1
0,0,1,1,0,1,0,0,1,0,14151,24,5,4,20,23,1630,1
0,0,1,1,0,1,1,0,1,1,11538,27,3,2,6,18,750,2
0,0,0,1,0,1,1,0,1,1,8146,9,3,5,8,21,765,2
0,0,1,0,0,1,0,0,1,0,6117,6,5,0,19,4,580,1
0,0,1,1,0,1,1,0,1,1,17024,3,3,6,2,4,1570,1
0,0,1,1,0,0,1,0,0,1,22270,1,3,4,14,7,1055,1
0,0,1,1,0,1,0,0,1,0,12692,9,6,6,20,21,1480,1
0,1,1,1,0,1,0,0,1,0,8610,12,6,2,7,20,790,1
0,1,0,1,0,1,1,0,1,1,6723,24,6,0,7,22,920,1
0,1,1,1,0,0,1,1,0,1,4878,12,5,6,17,19,155,0
0,0,1,1,0,0,1,0,0,1,16736,6,3,2,20,7,665,1
0,0,1,1,0,1,0,0,1,0,11134,24,3,6,13,9,1160,1
0,0,0,1,0,0,1,1,0,1,3943,3,5,4,4,6,170,0
0,1,0,1,0,1,1,0,1,1,13587,12,6,2,9,21,720,1
0,0,1,1,0,1,1,0,1,1,16914,6,3,2,5,4,1380,2
0,1,0,0,1,0,1,1,1,0,1965,18,5,5,22,0,90,0
0,1,0,1,0,1,1,0,1,1,8073,9,5,3,13,21,480,1
0,0,0,1,0,0,1,1,0,1,3943,3,6,0,13,15,170,0
0,0,0,1,0,1,0,0,1,0,5170,12,5,6,15,20,290,1
0,1,1,0,0,0,1,1,0,1,3398,15,5,2,11,14,170,0
1,0,0,0,0,1,0,0,1,0,4409,18,4,3,10,12,155,0
0,0,1,1,0,0,1,1,0,1,8541,21,6,4,17,20,180,0
0,0,0,1,0,0,1,0,0,1,4777,21,3,3,4,6,170,0
0,1,0,0,0,1,0,0,1,0,3847,18,3,0,22,0,140,0
0,0,1,1,0,1,0,0,1,0,7064,1,4,0,18,12,1025,1
0,1,1,1,0,0,1,1,0,1,4668,27,5,0,21,23,170,0
0,1,0,0,1,0,1,1,1,0,1965,18,3,0,22,0,85,0
0,0,1,1,0,1,0,0,1,0,14781,21,5,1,6,16,590,1
0,0,0,1,1,0,1,1,1,0,4049,15,6,5,9,10,90,0
0,0,1,1,0,1,0,0,1,0,13584,18,5,5,18,8,800,1
0,0,1,1,0,1,1,0,1,1,12373,18,5,5,20,12,940,1
0,0,1,1,0,1,1,0,1,1,16079,27,5,0,16,19,1620,1
0,0,1,1,0,0,1,1,0,1,7229,24,5,4,8,11,180,0
0,0,1,1,0,0,1,0,0,1,17471,6,3,2,21,21,1435,1
0,0,1,1,0,1,0,0,1,0,14781,12,5,6,6,16,590,1
0,0,1,1,0,1,0,0,1,0,14571,9,6,6,6,19,800,1
0,1,0,1,0,1,1,0,1,1,10197,18,5,5,3,12,525,1
0,1,0,0,0,1,1,0,1,1,5975,1,6,5,17,22,295,1
0,1,0,1,0,1,1,0,1,1,8535,9,4,1,17,1,465,1
0,1,0,1,0,1,1,0,1,1,12537,27,3,2,9,21,665,1
0,0,1,0,0,1,0,0,1,0,4145,24,5,4,20,23,155,0
0,0,0,1,1,0,1,1,1,0,4049,15,3,4,9,10,90,0
1,0,0,0,0,1,0,0,1,0,5192,9,5,3,22,10,720,1
0,0,1,0,0,0,1,1,0,1,6121,9,5,3,21,23,170,0
0,0,1,0,0,1,1,0,1,1,8669,24,6,0,3,19,925,1
0,1,0,1,0,1,1,0,1,1,8476,18,5,5,6,19,795,1
0,1,0,0,1,0,1,1,1,0,2647,21,6,4,5,7,90,0
0,0,1,1,0,1,1,0,1,1,14714,6,6,3,20,19,1325,1
0,0,1,0,0,1,1,0,1,1,10566,6,3,2,20,8,705,1
0,0,1,1,0,1,1,0,1,1,10262,15,6,5,11,19,450,1
0,1,0,1,0,1,1,0,1,1,8098,21,3,3,10,1,935,1
0,1,0,1,0,1,1,0,1,1,6883,27,3,2,10,21,660,1
0,1,0,1,0,1,1,0,1,1,16108,15,6,5,10,19,555,1
0,1,0,0,0,1,0,0,1,0,4413,18,3,0,17,19,150,0
0,0,1,1,0,1,1,0,1,1,10919,1,6,5,14,12,1320,2
0,0,0,1,0,1,0,0,1,0,4804,9,5,3,21,0,160,0
0,0,1,1,0,1,0,0,1,0,10539,6,6,3,20,10,870,1
0,0,0,1,0,0,1,0,0,1,4377,9,3,5,22,1,170,0
0,0,1,0,0,0,1,1,0,1,6961,6,6,3,6,8,165,0
0,1,0,1,0,1,1,0,1,1,7408,27,5,0,13,21,480,1
0,0,0,1,0,0,1,1,0,1,4823,9,5,3,18,21,175,0
0,0,0,1,0,1,0,0,1,0,5198,21,3,3,14,16,155,0
0,0,1,1,0,1,1,0,1,1,10262,1,6,5,17,19,1530,1
0,1,1,1,0,0,1,1,0,1,5613,27,4,5,17,19,155,0
0,0,1,1,0,1,1,0,1,1,10262,12,6,2,20,4,450,1
0,0,0,1,1,0,1,1,1,0,5755,3,5,4,9,10,90,0
0,1,1,1,1,0,0,1,0,0,3687,21,5,1,7,9,135,0
0,0,1,1,1,0,1,1,1,0,5678,3,6,0,19,21,90,0
0,1,0,1,0,1,1,0,1,1,13542,21,3,3,18,1,440,1
0,0,1,1,0,1,1,0,1,1,12347,21,3,3,19,18,1415,1
0,0,1,1,0,1,0,0,1,0,12384,21,5,1,9,19,575,1
0,0,1,1,0,1,1,0,1,1,10909,9,4,1,5,4,1375,2
0,0,0,1,0,0,1,1,0,1,4823,3,6,0,16,19,180,0
0,0,0,1,0,1,1,0,1,1,6069,12,6,2,16,21,300,1
0,0,1,1,0,1,1,0,1,1,12898,21,5,1,16,19,1620,1
0,0,0,1,0,1,0,0,1,0,4804,15,6,5,4,7,155,0
0,0,1,1,0,1,0,0,1,0,10031,24,3,6,8,4,1220,1
0,0,0,1,0,1,1,0,1,1,6442,9,6,6,7,22,895,1
0,0,1,0,0,1,1,0,1,1,9653,21,5,1,12,7,1180,2
0,1,1,1,0,1,0,0,1,0,8610,9,6,6,17,20,1640,1
0,0,1,1,0,1,1,0,1,1,14714,12,6,2,14,19,300,1
0,0,1,0,0,0,1,0,0,1,12599,1,3,4,0,23,1405,1
0,1,0,1,0,1,1,0,1,1,9103,9,5,3,4,19,845,1
0,0,1,1,0,1,1,0,1,1,12898,21,5,1,22,4,335,1
0,1,0,0,1,0,1,1,1,0,2647,6,6,3,5,7,90,0
0,0,1,1,1,0,1,1,1,0,5678,3,3,6,7,8,85,0
0,0,1,1,0,1,1,0,1,1,12373,18,5,5,19,12,1040,1
0,1,0,0,0,1,0,0,1,0,3847,27,3,2,17,19,150,0
0,0,1,1,0,1,0,0,1,0,14151,21,5,1,17,18,1500,1
0,0,1,1,0,1,1,0,1,1,13843,6,3,2,8,4,1225,1
0,0,1,1,0,0,1,1,0,1,7229,18,5,5,15,18,175,0
0,0,1,1,1,0,1,1,1,0,4995,18,6,1,2,4,85,0
0,0,1,1,0,1,1,0,1,1,10262,6,6,3,20,4,450,1
0,0,1,1,0,1,1,0,1,1,13029,9,5,3,5,4,1375,2
0,0,1,1,0,1,1,0,1,1,14053,9,3,5,19,4,550,1
0,0,1,1,0,0,1,0,0,1,26890,1,3,4,16,7,885,1
0,1,0,0,0,1,0,0,1,0,3841,1,4,0,17,19,150,0
0,0,1,0,0,0,1,0,0,1,11003,1,3,4,10,22,745,1
0,1,1,1,0,0,1,1,0,1,5403,9,4,1,11,14,170,0
0,1,0,1,0,1,1,0,1,1,15342,3,3,6,8,18,650,1
0,0,1,0,0,1,0,0,1,0,12224,12,6,2,20,13,1035,2
0,0,0,1,1,0,0,1,0,0,6297,15,3,4,19,21,140,0
0,1,0,0,0,1,0,0,1,0,8844,1,5,2,15,21,330,1
0,1,0,1,0,1,1,0,1,1,13377,1,6,5,14,1,690,1
0,1,1,0,0,0,1,0,0,1,5706,9,3,5,20,23,175,0
0,0,1,0,0,1,1,0,1,1,8372,12,6,2,21,7,640,1
0,0,0,1,0,1,1,0,1,1,6526,27,5,0,6,21,860,1
0,0,0,1,0,0,1,1,0,1,4823,1,6,5,16,19,170,0
0,0,0,1,1,0,1,1,1,0,3175,24,6,0,16,18,90,0
0,1,0,1,0,1,1,0,1,1,10407,6,5,0,9,19,600,1
0,0,0,1,0,0,1,1,0,1,4423,18,4,3,4,6,170,0
0,1,1,1,0,1,0,0,1,0,9555,9,5,3,17,20,1640,1
0,0,1,1,0,1,0,0,1,0,12681,1,4,0,16,16,1430,1
0,0,1,1,0,1,0,0,1,0,13059,6,6,3,14,4,875,1
0,0,1,1,0,1,0,0,1,0,8586,9,5,3,16,10,1055,1
0,1,1,0,0,0,1,1,0,1,3419,6,4,5,20,23,165,0
0,1,0,0,0,1,0,0,1,0,3873,3,6,0,17,19,150,0
0,0,1,0,0,1,0,0,1,0,10203,6,6,3,10,20,625,1
0,0,1,1,0,1,1,0,1,1,13029,27,5,0,19,4,535,2
0,0,1,1,0,1,0,0,1,0,10844,15,5,2,16,22,365,1
0,0,1,1,0,1,0,0,1,0,11134,24,3,6,18,8,795,1
0,1,1,1,0,1,0,0,1,0,8610,12,6,2,20,18,1350,1
0,0,0,1,0,1,0,0,1,0,4174,15,4,0,20,22,155,0
0,0,1,1,0,0,1,0,0,1,11087,9,3,5,8,9,1530,1
0,1,0,0,0,0,1,1,0,1,3971,18,6,1,21,0,175,0
0,0,1,1,0,1,1,0,1,1,17531,9,4,1,7,19,715,1
0,1,0,0,0,0,1,1,0,1,3573,6,6,3,5,8,160,0
0,0,1,0,0,1,0,0,1,0,8366,1,5,2,9,7,1350,1
0,0,1,0,0,1,0,0,1,0,13885,3,3,6,14,16,150,0
0,1,0,1,0,1,1,0,1,1,18485,9,6,6,17,1,460,2
1,0,0,0,0,1,0,0,1,0,4409,27,4,5,19,22,150,0
0,1,1,1,0,1,0,0,1,0,8085,1,5,2,20,23,1625,1
0,1,0,1,0,1,1,0,1,1,13377,6,6,3,17,1,480,1
0,0,1,0,0,1,1,0,1,1,13538,21,5,1,13,7,1100,2
0,1,0,1,0,1,1,0,1,1,15147,6,3,2,19,1,395,1
0,0,1,1,0,0,1,1,0,1,4030,27,5,0,11,14,175,0
0,1,0,1,0,1,1,0,1,1,14848,6,6,3,8,19,675,1
0,0,1,1,0,0,1,0,0,1,13555,18,3,0,22,8,565,1
0,0,1,0,0,1,1,0,1,1,10975,18,5,5,7,9,1580,2
0,0,1,1,0,1,1,0,1,1,13029,21,5,1,9,12,1615,2
0,0,1,1,0,1,0,0,1,0,9663,12,5,6,8,9,1495,1
0,0,1,1,1,0,1,1,1,0,4050,1,6,5,10,11,90,0
0,0,1,1,0,1,1,0,1,1,14714,3,6,0,17,4,655,1
0,0,1,0,0,0,1,0,0,1,11213,1,3,4,10,21,655,2
0,0,1,1,0,0,1,1,0,1,4544,9,4,1,6,8,165,0
0,1,0,0,0,1,0,0,1,0,3873,15,6,5,9,11,145,0
0,1,0,1,0,1,1,0,1,1,12537,9,4,1,13,21,480,1
0,0,1,1,0,1,0,0,1,0,13067,6,5,0,9,19,575,1
0,0,1,0,0,0,1,0,0,1,8714,15,3,4,6,12,330,1
0,0,1,1,0,1,1,0,1,1,13376,3,6,0,14,12,1320,2
0,1,0,0,1,0,0,1,0,0,3597,27,6,3,8,10,135,0
0,1,0,1,0,1,1,0,1,1,7670,18,5,5,12,1,760,1
0,0,1,0,0,1,0,0,1,0,14410,24,3,6,9,23,2245,2
0,0,1,0,0,1,1,0,1,1,7480,15,5,2,9,9,1420,1
0,0,1,1,0,1,0,0,1,0,13584,9,5,3,20,18,1335,1
0,0,1,1,0,0,1,0,0,1,25735,1,3,4,16,10,1050,1
0,0,1,1,0,0,1,1,0,1,4544,1,4,0,17,20,180,0
0,1,0,1,0,1,1,0,1,1,8099,21,5,1,9,19,600,1
0,0,1,1,0,1,0,0,1,0,10844,15,5,2,16,4,730,1
0,0,1,1,0,1,1,0,1,1,12557,21,3,3,19,4,550,1
0,0,1,1,0,1,1,0,1,1,9564,9,5,3,11,14,195,0
0,0,1,1,0,0,1,0,0,1,13817,12,3,1,21,9,725,1
0,0,1,1,0,1,0,0,1,0,12384,18,5,5,9,19,575,1
0,1,0,1,0,1,1,0,1,1,7575,21,5,1,4,19,860,1
0,0,1,0,0,1,0,0,1,0,14120,6,5,0,16,12,1155,2
0,1,0,1,0,1,1,0,1,1,6916,9,3,5,7,22,915,1
0,1,0,1,0,1,1,0,1,1,7878,27,5,0,7,22,920,1
0,0,1,1,0,0,1,0,0,1,11087,18,3,0,22,20,1290,1
0,0,0,1,0,1,0,0,1,0,4804,27,4,5,14,16,150,0
0,1,0,0,1,0,0,1,0,0,3597,15,6,5,9,12,135,0
0,0,1,0,0,1,0,0,1,0,12723,15,5,2,5,16,2065,2
0,0,0,1,1,0,1,1,1,0,2227,15,5,2,20,21,95,0
0,0,1,0,0,1,1,0,1,1,9929,24,5,4,7,19,735,1
0,0,1,1,0,1,0,0,1,0,11841,9,6,6,21,9,730,1
0,0,1,1,0,1,1,0,1,1,12373,9,5,3,11,4,1015,1
0,0,1,1,0,1,1,0,1,1,12898,21,5,1,20,19,1325,1
0,0,1,0,0,1,1,0,1,1,15113,3,3,6,5,7,1545,2
0,1,0,1,0,1,1,0,1,1,10529,18,5,5,11,19,440,1
0,0,1,0,0,1,1,0,1,1,8875,27,3,2,13,7,1115,2
0,0,1,1,0,1,0,0,1,0,10844,15,5,2,8,20,740,1
0,0,1,0,0,0,1,0,0,1,15676,1,3,4,6,8,165,0
0,0,1,1,0,1,0,0,1,0,7064,1,4,0,8,23,910,1
0,0,1,1,0,1,0,0,1,0,10844,9,6,6,8,19,685,1
0,0,1,1,1,0,1,1,1,0,19595,6,3,2,14,16,1610,1
0,0,1,1,0,1,0,0,1,0,13941,1,5,2,14,8,1090,1
0,0,0,1,0,1,1,0,1,1,6790,21,3,3,8,16,455,1
0,1,0,0,0,1,0,0,1,0,3841,27,4,5,9,11,145,0
0,0,1,1,0,0,1,0,0,1,11087,18,3,0,11,9,1280,1
0,0,1,0,0,1,1,0,1,1,11491,15,5,2,19,19,1410,2
0,0,0,1,0,0,1,1,0,1,3943,9,4,1,5,8,170,0
0,0,1,1,0,0,1,0,0,1,22270,1,3,4,11,7,1200,1
0,1,1,1,0,0,1,1,0,1,4878,9,6,6,17,19,155,0
0,0,1,1,0,1,1,0,1,1,14714,9,6,6,22,4,335,1
0,1,0,1,0,1,1,0,1,1,10877,24,6,0,6,19,740,1
0,0,1,1,0,1,0,0,1,0,14571,24,5,4,20,12,960,1
0,0,1,1,0,1,0,0,1,0,7064,1,4,0,18,20,1550,1
0,0,0,1,0,1,0,0,1,0,5618,6,3,2,15,17,155,0
0,1,0,1,0,1,1,0,1,1,13727,15,5,2,14,1,690,1
0,1,1,1,0,1,1,0,1,1,4851,1,4,0,14,17,190,0
0,0,1,0,0,1,0,0,1,0,15187,24,3,6,9,21,760,2
0,1,1,0,0,0,1,1,0,1,3419,15,5,2,7,10,175,0
0,0,0,1,0,0,1,1,0,1,3943,1,4,0,6,8,165,0
0,0,1,1,0,1,1,0,1,1,15129,18,5,5,9,12,1615,2
0,0,0,1,0,0,1,1,0,1,3419,21,6,4,0,3,170,0
0,0,1,0,0,1,1,0,1,1,10861,21,5,1,20,19,1395,2
0,0,0,1,0,1,1,0,1,1,7074,21,4,6,5,10,295,1
0,0,1,0,0,1,0,0,1,0,11542,6,5,0,9,15,1780,2
0,0,0,1,0,1,1,0,1,1,6968,21,4,6,6,12,320,1
0,0,1,1,0,0,1,1,0,1,5769,12,6,2,17,20,180,0
0,1,1,1,0,1,0,0,1,0,7927,12,6,2,20,22,1580,1
0,0,1,1,0,1,0,0,1,0,13044,12,6,2,18,8,800,1
0,0,1,1,0,1,1,0,1,1,15129,21,5,1,23,12,810,2
0,1,0,0,0,1,0,0,1,0,3841,1,5,2,9,11,145,0
0,0,0,1,0,1,0,0,1,0,4804,24,6,0,20,22,155,0
0,1,0,0,0,0,1,1,0,1,4319,12,4,4,5,8,160,0
0,0,1,1,0,1,1,0,1,1,16079,27,5,0,21,19,1270,1
0,0,1,1,0,0,1,0,0,1,54826,18,3,0,22,5,375,1
0,0,0,1,0,1,1,0,1,1,12351,9,3,5,17,1,485,1
0,0,1,1,0,1,0,0,1,0,13067,6,5,0,17,19,1570,1
0,0,1,1,0,0,1,0,0,1,13817,12,3,1,18,7,765,1
0,1,0,0,0,0,1,1,0,1,3625,21,5,1,21,0,175,0
0,0,1,0,1,0,1,1,1,0,18293,12,3,1,9,15,1775,3
0,1,1,1,0,0,1,1,0,1,5613,1,4,0,19,22,165,0
0,0,1,0,0,1,1,0,1,1,11038,6,3,2,6,8,1565,1
0,0,0,1,0,0,1,1,0,1,4077,3,4,2,6,8,165,0
0,1,0,1,0,1,1,0,1,1,6883,27,3,2,8,21,780,1
0,0,1,0,0,0,1,0,0,1,19508,3,3,6,17,19,165,0
0,0,1,0,0,0,1,0,0,1,8714,15,3,4,8,23,865,1
0,0,0,1,0,1,0,0,1,0,4804,1,5,2,4,7,155,0
0,1,0,1,0,1,1,0,1,1,15078,3,3,6,8,15,450,1
0,1,0,0,0,1,0,0,1,0,4807,21,4,6,17,19,150,0
0,1,0,1,0,1,1,0,1,1,21829,6,3,2,11,21,565,3
0,1,1,1,0,0,1,0,0,1,5403,24,3,6,11,14,160,0
0,0,1,1,0,0,1,0,0,1,26890,1,3,4,7,16,550,1
0,1,1,0,0,1,0,0,1,0,7335,18,5,5,23,7,495,1
0,0,1,1,0,1,1,0,1,1,9412,27,3,2,17,4,650,2
0,0,1,1,0,1,0,0,1,0,10844,21,5,1,8,19,685,1
0,0,0,1,0,0,1,1,0,1,4990,6,6,3,18,21,175,0
0,0,1,1,0,1,1,0,1,1,16704,27,5,0,23,4,1760,2
0,0,1,0,0,1,1,0,1,1,7711,9,4,1,5,19,2240,2
0,0,1,1,0,1,1,0,1,1,10262,3,6,0,17,4,655,1
0,1,0,1,0,1,1,0,1,1,6007,24,6,0,12,21,490,1
0,0,1,0,0,1,0,0,1,0,12219,1,4,0,9,5,1200,2
0,1,1,0,0,0,1,1,0,1,3898,1,5,2,20,23,165,0
0,0,1,1,0,1,0,0,1,0,11467,6,5,0,17,22,1745,1
0,0,1,0,0,1,0,0,1,0,12534,18,5,5,8,20,725,2
0,0,1,1,0,1,0,0,1,0,10844,6,6,3,8,18,590,1
