Airline_0,Airline_1,Airline_2,Airline_3,Source_0,Source_1,Source_2,Destination_0,Destination_1,Destination_2,journey_day,journey_month,day_of_week,dep_hour,arrival_hour,duration_minutes,total_stops_num
0,0,1,1,0,0,1,0,0,1,18,3,0,11,8,1235,1
0,0,1,1,0,0,1,0,0,1,18,3,0,11,9,1310,1
0,0,1,1,0,0,1,0,0,1,18,3,0,11,9,1280,1
0,0,1,1,0,0,1,0,0,1,18,3,0,11,7,1200,1
0,0,1,1,0,0,1,0,0,1,18,3,0,11,5,1045,1
0,0,1,1,0,0,1,0,0,1,18,3,0,11,18,405,1
0,0,1,1,0,0,1,0,0,1,18,3,0,11,10,1365,1
0,0,1,1,0,0,1,0,0,1,18,3,0,11,19,450,1
0,0,1,1,0,0,1,0,0,1,18,3,0,11,20,520,1
0,0,0,1,1,0,1,1,1,0,18,3,0,12,13,85,0
0,0,0,1,0,0,1,0,0,1,18,3,0,12,17,295,1
0,1,0,0,1,0,1,1,1,0,18,3,0,13,14,80,0
0,1,0,0,1,0,1,1,1,0,18,3,0,13,14,80,0
0,0,0,1,1,0,0,1,0,0,18,3,0,13,15,135,0
0,0,1,0,0,0,1,0,0,1,18,3,0,13,16,170,0
0,0,1,0,0,0,1,0,0,1,18,3,0,13,18,1730,1
0,0,1,1,0,0,1,0,0,1,18,3,0,14,7,1055,1
0,0,1,1,0,0,1,0,0,1,18,3,0,14,21,435,1
0,0,1,1,0,0,1,0,0,1,18,3,0,14,20,375,1
0,0,1,1,0,0,1,0,0,1,18,3,0,14,19,305,1
0,0,1,1,0,0,1,0,0,1,18,3,0,14,19,305,1
0,0,1,1,0,0,1,0,0,1,18,3,0,14,5,900,1
0,0,1,1,0,0,1,0,0,1,18,3,0,14,20,375,1
0,0,1,1,0,0,1,0,0,1,18,3,0,14,8,1090,1
0,0,1,0,0,1,1,0,1,1,18,3,0,14,17,180,0
0,0,1,0,0,1,0,0,1,0,18,3,0,14,16,150,0
0,0,0,1,0,1,1,0,1,1,18,3,0,14,17,185,0
0,1,1,1,0,1,1,0,1,1,18,3,0,14,17,175,0
0,0,0,1,0,1,0,0,1,0,18,3,0,15,17,155,0
0,0,0,1,0,1,0,0,1,0,18,3,0,15,17,155,0
0,0,1,1,1,0,1,1,1,0,18,3,0,15,17,90,0
0,0,1,1,1,0,1,1,1,0,18,3,0,15,17,90,0
0,1,1,1,0,0,1,0,0,1,18,3,0,16,18,155,0
0,0,0,1,0,0,1,0,0,1,18,3,0,16,20,260,1
0,0,1,1,0,0,1,0,0,1,18,3,0,16,7,885,1
0,0,1,1,0,0,1,0,0,1,18,3,0,16,10,1050,1
0,0,1,1,0,0,1,0,0,1,18,3,0,16,5,730,1
0,0,1,1,0,0,1,0,0,1,18,3,0,16,23,365,1
0,0,0,1,1,0,1,1,1,0,18,3,0,16,18,90,0
0,0,1,1,0,0,1,0,0,1,18,3,0,16,23,365,1
0,0,0,1,0,0,1,0,0,1,18,3,0,16,21,295,1
0,0,1,1,0,0,1,0,0,1,18,3,0,16,9,965,1
0,0,1,1,0,0,1,0,0,1,18,3,0,16,8,920,1
0,0,1,0,0,0,1,0,0,1,18,3,0,17,19,165,0
0,0,1,0,0,0,1,0,0,1,18,3,0,17,19,165,0
0,1,0,0,0,1,0,0,1,0,18,3,0,17,19,150,0
0,0,0,1,0,1,0,0,1,0,18,3,0,17,19,160,0
0,0,1,0,0,0,1,0,0,1,18,3,0,17,10,1030,2
0,0,1,0,0,0,1,0,0,1,18,3,0,17,23,1800,2
0,1,0,0,1,0,0,1,0,0,18,3,0,17,20,140,0
0,0,1,0,0,1,1,0,1,1,18,3,0,18,21,185,0
0,0,1,1,0,0,1,0,0,1,18,3,0,18,7,780,1
0,0,1,1,0,0,1,0,0,1,18,3,0,18,7,780,1
0,0,1,1,0,0,1,0,0,1,18,3,0,18,0,365,1
0,0,0,1,1,0,1,1,1,0,18,3,0,19,20,85,0
0,0,1,0,1,0,1,1,1,0,18,3,0,19,20,75,0
0,0,0,1,1,0,0,1,0,0,18,3,0,19,21,140,0
1,0,0,0,0,1,0,0,1,0,18,3,0,19,22,150,0
0,0,1,1,1,0,1,1,1,0,18,3,0,19,21,90,0
0,0,1,1,1,0,1,1,1,0,18,3,0,19,21,90,0
0,1,1,1,0,0,1,0,0,1,18,3,0,19,22,160,0
0,0,0,1,1,0,1,1,1,0,18,3,0,20,21,90,0
0,0,0,1,0,1,0,0,1,0,18,3,0,20,23,160,0
0,1,0,0,0,0,1,0,0,1,18,3,0,20,23,170,0
0,1,0,0,0,0,1,0,0,1,18,3,0,20,23,170,0
0,0,1,0,0,1,0,0,1,0,18,3,0,20,23,155,0
0,0,0,1,0,1,1,0,1,1,18,3,0,21,0,195,0
0,0,1,0,0,0,1,0,0,1,18,3,0,21,23,170,0
0,0,1,0,1,0,1,1,1,0,18,3,0,21,22,80,0
0,1,1,1,0,0,1,0,0,1,18,3,0,21,0,175,0
0,0,0,1,1,0,1,1,1,0,18,3,0,21,22,85,0
0,0,1,1,0,0,1,0,0,1,18,3,0,21,9,695,1
0,0,1,1,0,0,1,0,0,1,18,3,0,21,10,780,1
0,0,1,1,0,0,1,0,0,1,18,3,0,21,9,725,1
0,0,0,1,1,0,0,1,0,0,18,3,0,22,0,140,0
0,0,0,1,0,1,0,0,1,0,18,3,0,22,0,165,0
0,0,0,1,0,0,1,0,0,1,18,3,0,22,1,170,0
0,1,0,0,0,1,0,0,1,0,18,3,0,22,0,140,0
0,1,0,0,1,0,1,1,1,0,18,3,0,22,0,85,0
0,1,0,0,1,0,1,1,1,0,18,3,0,22,0,85,0
0,0,1,1,0,0,1,0,0,1,18,3,0,22,9,640,1
0,0,1,1,0,0,1,0,0,1,18,3,0,22,10,695,1
0,0,1,1,0,0,1,0,0,1,18,3,0,22,5,375,1
0,0,1,1,0,0,1,0,0,1,18,3,0,22,9,610,1
0,0,1,1,0,0,1,0,0,1,18,3,0,22,8,565,1
1,0,0,0,0,1,0,0,1,0,18,3,0,22,1,150,0
0,0,1,1,0,0,1,0,0,1,18,3,0,22,20,1290,1
0,0,1,1,0,0,1,0,0,1,18,3,0,22,9,640,1
0,0,1,1,0,0,1,0,0,1,18,3,0,22,9,610,1
0,0,1,1,0,0,1,0,0,1,18,3,0,22,8,565,1
0,0,0,1,0,0,1,0,0,1,21,3,3,0,3,165,0
0,0,0,1,0,0,1,0,0,1,21,3,3,1,4,165,0
0,0,0,1,0,1,1,0,1,1,21,3,3,2,7,345,1
0,0,0,1,0,1,1,0,1,1,21,3,3,2,7,320,1
0,0,1,1,0,1,1,0,1,1,21,3,3,2,18,995,1
0,0,1,1,0,1,1,0,1,1,21,3,3,2,4,1570,1
0,1,0,1,0,1,1,0,1,1,21,3,3,2,13,665,1
0,0,1,1,0,1,1,0,1,1,21,3,3,2,18,995,1
0,0,1,1,0,1,1,0,1,1,21,3,3,2,4,1570,1
0,0,0,1,1,0,1,1,1,0,21,3,3,2,4,90,0
0,0,0,1,0,1,1,0,1,1,21,3,3,2,8,355,1
0,0,1,1,1,0,1,1,1,0,21,3,3,3,4,80,0
0,0,1,1,1,0,1,1,1,0,21,3,3,3,4,80,0
0,0,0,1,0,0,1,0,0,1,21,3,3,4,6,170,0
0,1,0,1,0,1,1,0,1,1,21,3,3,4,18,845,1
0,0,0,1,0,1,1,0,1,1,21,3,3,4,21,975,1
0,0,0,1,0,1,1,0,1,1,21,3,3,4,15,645,1
0,1,0,1,0,1,1,0,1,1,21,3,3,4,19,870,1
0,0,0,1,0,1,1,0,1,1,21,3,3,4,13,515,1
0,1,0,1,0,1,1,0,1,1,21,3,3,4,12,470,1
0,0,0,1,0,1,1,0,1,1,21,3,3,4,21,985,2
0,0,0,1,0,1,1,0,1,1,21,3,3,4,12,425,1
0,0,0,1,0,1,1,0,1,1,21,3,3,5,10,300,1
0,0,1,0,0,1,1,0,1,1,21,3,3,5,8,170,0
0,0,1,0,0,1,1,0,1,1,21,3,3,5,19,2280,3
0,0,0,1,1,0,0,1,0,0,21,3,3,5,7,140,0
0,0,1,1,0,1,1,0,1,1,21,3,3,5,18,2245,2
0,0,0,1,0,0,1,0,0,1,21,3,3,5,10,285,1
0,0,1,1,0,1,1,0,1,1,21,3,3,5,18,2240,2
0,0,1,1,0,1,1,0,1,1,21,3,3,5,18,2240,2
0,0,1,1,0,1,1,0,1,1,21,3,3,5,4,1375,2
0,0,0,1,0,1,0,0,1,0,21,3,3,5,8,170,0
0,0,1,1,0,1,1,0,1,1,21,3,3,5,18,800,2
0,0,1,1,0,1,1,0,1,1,21,3,3,5,4,1365,2
0,0,1,1,0,1,1,0,1,1,21,3,3,5,4,1365,2
0,0,1,1,0,0,1,0,0,1,21,3,3,5,0,1140,1
0,0,1,1,0,0,1,0,0,1,21,3,3,5,13,450,1
0,0,1,1,0,0,1,0,0,1,21,3,3,5,23,1035,1
0,0,1,1,0,0,1,0,0,1,21,3,3,5,21,935,1
0,0,1,1,0,0,1,0,0,1,21,3,3,5,15,570,1
0,1,0,0,1,0,1,1,1,0,21,3,3,5,7,80,0
0,0,1,1,0,0,1,0,0,1,21,3,3,5,19,805,1
0,0,1,1,0,0,1,0,0,1,21,3,3,5,16,625,1
0,0,1,1,0,0,1,0,0,1,21,3,3,5,12,390,1
0,0,1,0,0,0,1,0,0,1,21,3,3,5,16,630,2
1,0,1,1,0,1,1,0,1,1,21,3,3,6,13,440,1
1,0,1,1,0,1,1,0,1,1,21,3,3,6,12,395,1
0,1,1,1,0,1,1,0,1,1,21,3,3,6,9,190,0
1,0,1,1,0,1,1,0,1,1,21,3,3,6,18,770,1
0,0,0,1,0,0,1,0,0,1,21,3,3,6,8,165,0
1,0,1,1,0,1,1,0,1,1,21,3,3,6,21,900,1
1,0,1,1,0,1,1,0,1,1,21,3,3,6,15,570,1
0,0,1,0,0,1,1,0,1,1,21,3,3,6,9,1640,1
0,0,1,0,0,1,1,0,1,1,21,3,3,6,23,1010,1
0,1,0,0,0,1,1,0,1,1,21,3,3,6,11,310,1
0,0,1,1,0,1,1,0,1,1,21,3,3,6,4,1325,2
0,0,1,1,0,1,1,0,1,1,21,3,3,6,4,1325,2
0,0,0,1,1,0,1,1,1,0,21,3,3,6,7,85,0
0,0,1,0,1,0,1,1,1,0,21,3,3,6,7,80,0
0,0,1,1,0,1,1,0,1,1,21,3,3,6,4,1325,2
0,0,0,1,0,1,1,0,1,1,21,3,3,6,12,320,1
0,0,0,1,0,1,1,0,1,1,21,3,3,6,22,940,1
0,0,0,1,0,1,1,0,1,1,21,3,3,6,16,570,1
0,1,1,1,0,0,1,0,0,1,21,3,3,6,21,915,1
0,0,0,1,0,1,1,0,1,1,21,3,3,6,21,880,2
0,0,0,1,0,1,1,0,1,1,21,3,3,6,13,400,1
0,1,0,1,0,1,1,0,1,1,21,3,3,6,18,730,1
0,0,0,1,0,1,1,0,1,1,21,3,3,6,21,860,1
0,0,1,0,0,1,1,0,1,1,21,3,3,6,7,1490,2
0,0,1,0,0,1,1,0,1,1,21,3,3,6,19,2185,2
0,1,0,0,0,1,0,0,1,0,21,3,3,6,9,160,0
0,0,1,0,0,0,1,0,0,1,21,3,3,6,23,985,1
0,1,0,0,0,1,0,0,1,0,21,3,3,6,9,160,0
0,1,0,1,0,1,1,0,1,1,21,3,3,7,13,380,1
0,0,1,1,0,0,1,0,0,1,21,3,3,7,19,730,1
0,1,0,1,0,1,1,0,1,1,21,3,3,7,21,840,1
0,0,1,1,0,0,1,0,0,1,21,3,3,7,13,375,1
0,0,1,1,0,0,1,0,0,1,21,3,3,7,15,495,1
0,1,0,1,0,1,1,0,1,1,21,3,3,7,18,710,1
0,0,1,1,0,0,1,0,0,1,21,3,3,7,16,550,1
0,0,1,1,0,0,1,0,0,1,21,3,3,7,21,860,1
0,1,1,0,0,1,1,0,1,1,21,3,3,7,12,350,1
0,0,1,0,0,1,1,0,1,1,21,3,3,7,19,735,1
0,1,1,1,0,0,1,0,0,1,21,3,3,7,9,160,0
0,0,1,1,0,1,1,0,1,1,21,3,3,7,12,330,1
0,1,0,1,0,1,1,0,1,1,21,3,3,7,22,915,1
0,1,0,1,0,1,1,0,1,1,21,3,3,7,21,855,2
0,1,0,1,0,1,1,0,1,1,21,3,3,7,15,505,1
0,1,1,1,1,0,0,1,0,0,21,3,3,7,9,135,0
0,0,1,0,0,1,1,0,1,1,21,3,3,7,9,1580,2
0,1,0,1,0,1,1,0,1,1,21,3,3,7,21,835,1
0,1,0,1,0,1,1,0,1,1,21,3,3,7,16,545,1
0,0,1,1,0,1,1,0,1,1,21,3,3,7,4,1280,1
0,0,1,1,0,1,1,0,1,1,21,3,3,7,18,705,1
0,1,0,1,0,1,1,0,1,1,21,3,3,7,13,375,1
0,1,0,1,0,1,1,0,1,1,21,3,3,7,19,730,1
0,0,1,1,1,0,1,1,1,0,21,3,3,7,8,85,0
0,0,0,1,0,0,1,0,0,1,21,3,3,7,10,175,0
0,1,0,1,0,1,1,0,1,1,21,3,3,7,22,910,1
0,0,1,1,1,0,1,1,1,0,21,3,3,7,8,85,0
0,1,0,1,0,1,1,0,1,1,21,3,3,7,21,850,2
0,1,0,1,0,1,1,0,1,1,21,3,3,7,16,540,1
0,0,0,1,0,1,1,0,1,1,21,3,3,7,12,310,1
0,0,0,1,0,1,1,0,1,1,21,3,3,7,21,810,1
0,1,0,1,0,1,1,0,1,1,21,3,3,7,19,705,1
0,0,0,1,0,1,1,0,1,1,21,3,3,7,15,480,1
0,0,0,1,0,0,1,0,0,1,21,3,3,7,12,290,1
1,0,1,1,0,1,1,0,1,1,21,3,3,7,18,680,1
1,0,1,1,0,1,1,0,1,1,21,3,3,7,15,480,1
1,0,1,1,0,1,1,0,1,1,21,3,3,7,21,810,1
0,0,0,1,0,1,1,0,1,1,21,3,3,7,13,350,1
1,0,1,1,0,1,1,0,1,1,21,3,3,7,19,705,1
0,0,0,1,0,1,1,0,1,1,21,3,3,7,22,885,1
0,0,0,1,0,1,1,0,1,1,21,3,3,7,16,515,1
0,0,0,1,0,1,1,0,1,1,21,3,3,7,12,265,1
0,0,0,1,0,1,1,0,1,1,21,3,3,7,21,825,2
0,0,0,1,0,1,1,0,1,1,21,3,3,7,13,355,1
0,0,0,1,1,0,0,1,0,0,21,3,3,7,10,140,0
0,0,1,1,0,0,1,0,0,1,21,3,3,8,21,800,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,20,740,1
0,0,1,1,0,1,1,0,1,1,21,3,3,8,4,1225,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,23,900,1
0,1,0,1,0,1,1,0,1,1,21,3,3,8,19,675,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,7,1420,1
0,1,0,1,0,1,1,0,1,1,21,3,3,8,15,450,1
0,0,1,1,0,1,1,0,1,1,21,3,3,8,18,650,1
0,0,1,0,0,1,1,0,1,1,21,3,3,8,19,675,1
0,0,1,1,0,1,1,0,1,1,21,3,3,8,4,1225,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,15,435,1
0,1,0,1,0,1,1,0,1,1,21,3,3,8,21,780,1
0,0,1,1,0,1,1,0,1,1,21,3,3,8,18,650,1
0,1,0,1,0,1,1,0,1,1,21,3,3,8,15,450,1
0,1,0,1,0,1,1,0,1,1,21,3,3,8,18,650,1
0,0,1,0,0,0,1,0,0,1,21,3,3,8,11,1625,2
0,0,1,0,0,0,1,0,0,1,21,3,3,8,18,615,1
0,0,1,0,0,0,1,0,0,1,21,3,3,8,8,1475,1
0,0,1,0,0,0,1,0,0,1,21,3,3,8,23,895,1
0,1,0,0,1,0,0,1,0,0,21,3,3,8,10,135,0
0,0,0,1,0,1,1,0,1,1,21,3,3,8,21,755,1
0,0,0,1,0,1,1,0,1,1,21,3,3,8,15,425,1
0,1,0,1,0,1,1,0,1,1,21,3,3,8,19,650,1
0,1,0,1,0,1,1,0,1,1,21,3,3,8,18,625,1
0,0,0,1,0,1,1,0,1,1,21,3,3,8,16,455,1
0,0,0,1,0,1,1,0,1,1,21,3,3,8,22,825,1
0,1,0,0,0,1,1,0,1,1,21,3,3,8,13,270,1
0,1,0,0,0,1,1,0,1,1,21,3,3,8,13,270,1
0,0,1,0,0,0,1,0,0,1,21,3,3,8,23,865,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,21,745,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,20,685,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,15,380,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,23,845,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,19,615,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,7,1365,1
1,0,1,1,0,1,1,0,1,1,21,3,3,8,19,620,1
1,0,1,1,0,1,1,0,1,1,21,3,3,8,15,395,1
0,0,1,1,0,0,1,0,0,1,21,3,3,8,16,435,1
1,0,1,1,0,1,1,0,1,1,21,3,3,8,21,725,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,21,720,1
0,0,1,0,0,1,1,0,1,1,21,3,3,9,19,615,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,15,390,1
0,1,0,0,0,1,0,0,1,0,21,3,3,9,11,150,0
0,1,0,1,0,1,1,0,1,1,21,3,3,9,21,720,1
0,0,1,1,0,1,1,0,1,1,21,3,3,9,18,590,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,19,615,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,15,390,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,18,590,1
0,1,0,0,0,1,0,0,1,0,21,3,3,9,11,150,0
0,0,0,1,0,1,1,0,1,1,21,3,3,9,15,380,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,19,605,1
0,0,0,1,0,1,1,0,1,1,21,3,3,9,1,985,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,18,580,1
0,0,0,1,0,1,1,0,1,1,21,3,3,9,21,710,1
0,0,0,1,1,0,1,1,1,0,21,3,3,9,10,85,0
0,1,0,0,1,0,0,1,0,0,21,3,3,9,12,155,0
0,1,0,0,1,0,0,1,0,0,21,3,3,9,12,155,0
0,1,0,0,0,0,1,0,0,1,21,3,3,9,12,175,0
0,1,0,0,0,0,1,0,0,1,21,3,3,9,12,175,0
0,0,0,1,0,1,0,0,1,0,21,3,3,9,12,165,0
0,0,1,1,0,1,1,0,1,1,21,3,3,9,4,2565,2
0,0,1,1,0,1,1,0,1,1,21,3,3,9,18,550,2
0,0,1,1,0,0,1,0,0,1,21,3,3,9,15,370,1
0,0,1,0,0,1,1,0,1,1,21,3,3,9,23,795,1
0,0,1,0,0,1,1,0,1,1,21,3,3,9,9,1420,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,16,385,1
0,0,1,0,0,1,1,0,1,1,21,3,3,9,9,1420,2
0,0,1,1,0,0,1,0,0,1,21,3,3,9,14,280,1
0,1,0,1,0,1,1,0,1,1,21,3,3,9,21,695,2
0,1,1,1,0,0,1,0,0,1,21,3,3,9,12,165,0
0,1,0,1,0,1,1,0,1,1,21,3,3,10,1,935,1
0,1,0,1,0,1,1,0,1,1,21,3,3,10,19,555,1
0,1,0,1,0,1,1,0,1,1,21,3,3,10,21,660,1
0,0,1,0,0,1,1,0,1,1,21,3,3,10,19,555,1
0,1,0,1,0,1,1,0,1,1,21,3,3,10,1,935,1
0,0,0,1,0,1,0,0,1,0,21,3,3,10,12,165,0
0,0,0,1,0,0,1,0,0,1,21,3,3,10,13,170,0
0,1,0,0,0,0,1,0,0,1,21,3,3,10,18,475,1
0,1,0,1,0,1,1,0,1,1,21,3,3,10,21,640,1
0,1,0,1,0,1,1,0,1,1,21,3,3,10,19,535,1
0,0,1,1,0,1,1,0,1,1,21,3,3,10,4,2525,2
0,0,1,1,0,1,1,0,1,1,21,3,3,10,18,1950,2
0,1,0,1,0,1,1,0,1,1,21,3,3,10,1,915,1
0,1,0,1,0,1,1,0,1,1,21,3,3,10,18,510,1
0,0,1,1,1,0,1,1,1,0,21,3,3,10,11,90,0
1,0,0,0,0,1,0,0,1,0,21,3,3,10,12,155,0
0,0,1,1,0,1,1,0,1,1,21,3,3,10,18,1950,2
0,0,1,0,0,0,1,0,0,1,21,3,3,10,11,1490,1
0,0,1,0,0,0,1,0,0,1,21,3,3,10,22,745,1
0,0,1,1,0,1,1,0,1,1,21,3,3,10,18,485,2
0,0,1,1,0,1,1,0,1,1,21,3,3,10,18,1925,2
0,0,1,1,0,1,1,0,1,1,21,3,3,10,18,485,2
0,0,1,1,0,1,1,0,1,1,21,3,3,10,4,1060,2
0,0,0,1,0,1,1,0,1,1,21,3,3,10,15,285,1
0,0,1,1,0,1,1,0,1,1,21,3,3,10,4,1060,2
0,0,1,1,0,1,1,0,1,1,21,3,3,10,18,1925,2
0,1,0,1,0,1,1,0,1,1,21,3,3,10,18,485,1
0,0,0,1,0,1,1,0,1,1,21,3,3,10,21,615,1
0,0,1,1,0,1,1,0,1,1,21,3,3,10,18,1925,2
0,1,0,1,0,1,1,0,1,1,21,3,3,10,19,510,1
0,0,1,1,0,1,1,0,1,1,21,3,3,10,18,1925,2
0,0,0,1,0,1,1,0,1,1,21,3,3,10,1,890,1
0,0,1,1,0,1,1,0,1,1,21,3,3,10,4,1060,2
0,0,0,1,0,0,1,0,0,1,21,3,3,11,15,245,1
0,0,1,1,0,1,1,0,1,1,21,3,3,11,18,440,1
0,0,0,1,0,1,1,0,1,1,21,3,3,11,1,845,1
0,1,1,1,0,0,1,0,0,1,21,3,3,11,14,160,0
0,0,0,1,0,1,1,0,1,1,21,3,3,11,21,570,1
0,0,1,1,0,1,1,0,1,1,21,3,3,11,4,1015,1
0,1,0,1,0,1,1,0,1,1,21,3,3,11,18,440,1
0,1,0,1,0,1,1,0,1,1,21,3,3,11,1,845,1
0,1,0,1,0,1,1,0,1,1,21,3,3,11,21,570,1
0,1,0,1,0,1,1,0,1,1,21,3,3,11,19,465,1
0,0,0,1,1,0,0,1,0,0,21,3,3,11,14,145,0
0,0,1,1,0,0,1,0,0,1,21,3,3,11,23,680,1
0,0,1,1,0,0,1,0,0,1,21,3,3,11,10,1365,1
0,0,1,1,0,0,1,0,0,1,21,3,3,11,11,1425,1
0,1,0,1,0,1,1,0,1,1,21,3,3,11,1,835,1
0,0,1,1,0,0,1,0,0,1,21,3,3,11,12,1475,1
0,0,1,1,0,0,1,0,0,1,21,3,3,11,7,1200,1
0,1,0,1,0,1,1,0,1,1,21,3,3,11,18,430,1
0,1,0,1,0,1,1,0,1,1,21,3,3,11,19,455,1
0,1,0,1,0,1,1,0,1,1,21,3,3,11,21,560,1
0,0,1,1,0,0,1,0,0,1,21,3,3,11,20,520,1
0,0,1,1,0,0,1,0,0,1,21,3,3,11,21,580,1
0,0,1,0,1,0,0,1,0,0,21,3,3,11,13,135,0
0,0,1,0,0,0,1,0,0,1,21,3,3,11,13,1510,1
0,0,1,0,0,0,1,0,0,1,21,3,3,11,19,480,1
0,0,1,0,0,0,1,0,0,1,21,3,3,11,23,725,1
0,0,1,0,0,0,1,0,0,1,21,3,3,11,8,1265,1
0,0,0,1,1,0,1,1,1,0,21,3,3,12,13,85,0
0,0,1,0,0,1,1,0,1,1,21,3,3,12,7,1180,2
0,0,1,0,0,1,1,0,1,1,21,3,3,12,19,1855,2
0,0,1,0,0,1,1,0,1,1,21,3,3,12,9,1255,1
0,1,0,1,0,1,1,0,1,1,21,3,3,12,1,765,1
0,0,1,0,0,1,1,0,1,1,21,3,3,12,19,1820,2
0,0,1,1,0,1,1,0,1,1,21,3,3,13,18,350,1
0,0,1,1,0,1,1,0,1,1,21,3,3,13,18,350,1
0,1,0,1,0,1,1,0,1,1,21,3,3,13,1,755,1
0,1,0,1,0,1,1,0,1,1,21,3,3,13,21,480,1
0,1,0,1,0,1,1,0,1,1,21,3,3,13,1,755,1
0,0,1,1,0,1,1,0,1,1,21,3,3,13,18,1790,2
0,0,1,0,0,1,1,0,1,1,21,3,3,13,19,375,1
0,0,1,1,0,1,1,0,1,1,21,3,3,13,4,925,1
0,0,0,1,0,0,1,0,0,1,21,3,3,13,15,170,0
0,1,0,1,0,1,1,0,1,1,21,3,3,13,21,480,1
0,1,0,0,1,0,1,1,1,0,21,3,3,13,14,80,0
0,0,1,0,0,1,1,0,1,1,21,3,3,13,9,1210,2
0,1,0,1,0,1,1,0,1,1,21,3,3,13,21,485,2
0,0,1,0,0,1,1,0,1,1,21,3,3,13,19,1795,2
0,0,0,1,1,0,0,1,0,0,21,3,3,13,15,135,0
0,0,1,0,0,1,1,0,1,1,21,3,3,13,23,570,1
0,0,0,1,0,0,1,0,0,1,21,3,3,13,18,295,1
0,0,1,1,0,1,1,0,1,1,21,3,3,13,18,1735,2
0,0,1,0,1,0,1,1,1,0,21,3,3,13,15,90,0
0,1,0,1,0,1,1,0,1,1,21,3,3,14,1,695,1
0,0,1,1,0,1,1,0,1,1,21,3,3,14,4,865,1
0,1,0,1,0,1,1,0,1,1,21,3,3,14,21,420,1
0,0,1,1,0,0,1,0,0,1,21,3,3,14,11,1280,1
0,0,1,1,0,0,1,0,0,1,21,3,3,14,21,435,1
0,0,1,1,0,0,1,0,0,1,21,3,3,14,7,1055,1
0,0,1,1,0,0,1,0,0,1,21,3,3,14,10,1220,1
0,0,1,1,0,0,1,0,0,1,21,3,3,14,19,305,1
0,0,1,1,0,0,1,0,0,1,21,3,3,14,20,375,1
0,0,1,0,0,1,1,0,1,1,21,3,3,14,17,180,0
0,0,1,0,0,1,0,0,1,0,21,3,3,14,16,150,0
0,0,0,1,0,1,1,0,1,1,21,3,3,14,22,480,1
0,0,0,1,0,1,0,0,1,0,21,3,3,14,16,155,0
0,0,0,1,0,0,1,0,0,1,21,3,3,14,19,300,1
0,0,0,1,0,1,1,0,1,1,21,3,3,14,17,185,0
0,1,0,1,0,1,1,0,1,1,21,3,3,14,22,465,1
0,1,1,1,0,1,1,0,1,1,21,3,3,14,17,175,0
0,1,0,1,0,1,1,0,1,1,21,3,3,15,1,635,1
0,0,0,1,0,1,1,0,1,1,21,3,3,15,1,635,1
0,0,1,1,0,1,1,0,1,1,21,3,3,15,18,1670,1
0,0,1,1,0,1,1,0,1,1,21,3,3,15,4,805,1
0,0,1,1,0,1,1,0,1,1,21,3,3,15,4,805,1
0,0,0,1,0,1,0,0,1,0,21,3,3,15,17,155,0
0,1,0,1,0,1,1,0,1,1,21,3,3,15,1,620,1
0,0,1,1,1,0,1,1,1,0,21,3,3,15,17,90,0
0,1,0,0,0,1,1,0,1,1,21,3,3,15,21,360,1
0,0,1,1,0,1,1,0,1,1,21,3,3,16,18,1610,1
0,0,0,1,0,1,1,0,1,1,21,3,3,16,1,575,1
0,1,0,1,0,1,1,0,1,1,21,3,3,16,1,575,1
0,1,1,1,0,0,1,0,0,1,21,3,3,16,18,155,0
0,0,0,1,0,1,1,0,1,1,21,3,3,16,21,300,1
0,0,1,1,0,1,1,0,1,1,21,3,3,16,18,1610,1
0,0,1,1,0,1,1,0,1,1,21,3,3,16,18,1600,2
0,0,0,1,0,1,1,0,1,1,21,3,3,16,22,370,1
0,0,1,1,0,1,1,0,1,1,21,3,3,16,18,1600,2
0,1,0,0,0,1,1,0,1,1,21,3,3,16,22,375,1
0,0,1,0,0,1,1,0,1,1,21,3,3,16,19,1595,2
1,0,0,0,0,1,1,0,1,1,21,3,3,16,22,330,1
1,0,0,0,0,1,1,0,1,1,21,3,3,16,7,865,1
0,0,1,1,0,0,1,0,0,1,21,3,3,16,11,1110,1
0,0,1,1,0,0,1,0,0,1,21,3,3,16,10,1050,1
0,0,0,1,0,0,1,0,0,1,21,3,3,16,19,170,0
0,0,0,1,1,0,1,1,1,0,21,3,3,16,18,90,0
